molecule_chembl_id,canonical_smiles,bioactivity,disease,target_chembl_id,target_name,MoleculeWeight,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL5200654,CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,inactive,coronavirus,CHEMBL5209664,Murine coronavirus,785.0250000000002,2.149000000000002,9,13,5.0
CHEMBL5200654,CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,inactive,coronavirus,CHEMBL5209664,Murine coronavirus,785.0250000000002,2.149000000000002,9,13,5.0
CHEMBL1773987,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C,inactive,coronavirus,CHEMBL5209664,Murine coronavirus,801.0240000000006,1.1198000000000035,10,14,5.0
CHEMBL439677,CC(=O)/C=C/c1cccc(O)c1O,active,diabetes,CHEMBL1914266,Islet amyloid polypeptide,178.18699999999998,1.7000000000000002,2,3,6.096910013008056
CHEMBL4877746,CCC(=O)/C=C/c1cccc(O)c1O,active,diabetes,CHEMBL1914266,Islet amyloid polypeptide,192.21399999999997,2.0901000000000014,2,3,6.096910013008056
CHEMBL4853313,CCCC(=O)/C=C/c1cccc(O)c1O,active,diabetes,CHEMBL1914266,Islet amyloid polypeptide,206.24099999999999,2.4802000000000017,2,3,6.096910013008056
CHEMBL4866117,CCCCC(=O)/C=C/c1cccc(O)c1O,active,diabetes,CHEMBL1914266,Islet amyloid polypeptide,220.268,2.870300000000002,2,3,6.154901959985743
CHEMBL4877565,CC(=O)CCc1ccc(O)c(O)c1,inactive,diabetes,CHEMBL1914266,Islet amyloid polypeptide,180.203,1.6194,2,3,5.0
CHEMBL327767,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,533.6900000000003,7.501900000000008,1,6,6.536107011014093
CHEMBL94496,CCCc1cc(Oc2ccc(C(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,519.6630000000004,7.426800000000006,1,6,6.769551078621726
CHEMBL420441,CCCc1cc(Oc2ccc(Cl)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.0270000000004,6.956800000000006,1,6,7.136677139879544
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.6020599913279625
CHEMBL330191,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,491.6090000000002,6.693500000000006,1,6,6.709965388637482
CHEMBL300629,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,477.58200000000016,6.303400000000005,1,6,6.7447274948966935
CHEMBL328615,CCCc1cc(Oc2ccc(Cl)c(C)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,526.0540000000003,7.265220000000006,1,6,7.251811972993799
CHEMBL96107,O=C1NC(=O)C(c2cccc(OCCCOc3ccc(Oc4ccccc4)cc3)c2)S1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,435.50100000000003,5.350900000000004,1,6,7.119186407719209
CHEMBL94397,CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,493.58100000000024,6.009000000000005,2,7,7.522878745280337
CHEMBL97529,CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,545.7010000000002,7.9610000000000065,1,6,6.481486060122113
CHEMBL96758,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,553.6800000000003,7.970400000000007,1,6,6.645891560852599
CHEMBL96143,CCCc1cc(Oc2ccc(F)c(C)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,509.5990000000003,6.750920000000005,1,6,7.107905397309519
CHEMBL94716,CCCc1cc(Oc2ccc(C(C)(C)C)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,533.6900000000003,7.600900000000007,1,6,6.474955192963154
CHEMBL96451,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,495.5720000000003,6.442500000000005,1,6,7.113509274827518
CHEMBL92130,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,507.6080000000003,6.312000000000006,1,7,6.522878745280337
CHEMBL318684,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,546.4720000000003,7.610200000000006,1,6,7.1938200260161125
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,477.58200000000016,6.303400000000005,1,6,7.2441251443275085
CHEMBL81248,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5260000000002,5.736320000000005,1,5,7.853871964321762
CHEMBL82034,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5260000000002,5.736320000000005,1,5,7.7447274948966935
CHEMBL81208,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,443.49900000000014,5.346220000000004,1,5,6.892790030352131
CHEMBL264385,Cc1oc(C2CCCCC2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,463.5740000000002,6.117020000000006,1,5,7.823908740944319
CHEMBL77502,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@](C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,463.5550000000002,5.797820000000006,1,6,8.0
CHEMBL312717,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,533.6240000000004,7.403320000000007,1,5,6.772113295386326
CHEMBL82602,Cc1oc(-c2cccs2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,463.5550000000002,5.797820000000006,1,6,7.619788758288394
CHEMBL79426,Cc1oc(-c2cccs2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,463.5550000000002,5.797820000000006,1,6,6.527243550682788
CHEMBL412371,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@](C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5260000000002,5.736320000000005,1,5,6.411168274405792
CHEMBL81592,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OC(C)(Cc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5260000000002,5.736320000000005,1,5,6.308918507877031
CHEMBL78529,CCC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)(Oc1ccccc1)C(=O)O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,471.55300000000017,6.126420000000007,1,5,6.5376020021010435
CHEMBL81676,Cc1oc(-c2cccc(-c3ccccc3)c2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,533.6240000000004,7.403320000000007,1,5,7.1487416512809245
CHEMBL309882,Cc1oc(C2CCCCC2)nc1CCOc1ccc(CC(C)(Oc2ccccc2)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,463.5740000000002,6.117020000000006,1,5,7.292429823902063
CHEMBL430970,CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,553.6800000000003,7.970400000000008,1,6,6.886056647693163
CHEMBL50885,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,507.6080000000003,6.312000000000006,1,7,6.337242168318426
CHEMBL298187,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1Cl,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,512.0270000000002,6.956800000000006,1,6,6.366531544420414
CHEMBL50755,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1OC,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,507.60800000000023,6.312000000000006,1,7,6.0
CHEMBL50572,CC(C)Cc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,491.60900000000026,6.549400000000006,1,6,6.318758762624412
CHEMBL300629,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,477.58200000000016,6.303400000000005,1,6,6.7447274948966935
CHEMBL50143,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1CCC,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,519.6630000000002,7.255900000000007,1,6,6.920818753952375
CHEMBL53746,CCCc1cc(Oc2ccc(CC(C)C)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,533.6900000000004,7.501900000000008,1,6,6.886056647693163
CHEMBL50680,CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,545.7010000000002,7.9610000000000065,1,6,6.7447274948966935
CHEMBL52633,CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,555.6740000000003,5.706900000000005,1,8,6.6020599913279625
CHEMBL300026,CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,495.5720000000003,6.442500000000005,1,6,6.086186147616283
CHEMBL50259,O=C1NC(=O)C(c2ccc(OCCCOc3ccc(Oc4ccccc4)cc3)cc2)S1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,435.50100000000003,5.350900000000004,1,6,4.823908740944319
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.6020599913279625
CHEMBL320553,COc1ccc(CCc2c(-c3ccccc3)[nH]c3ccc(CC(=O)O)cc23)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,385.4630000000002,5.255800000000003,2,2,7.301029995663981
CHEMBL122417,CCCc1ccccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,369.41700000000003,3.794500000000002,1,5,6.468521082957745
CHEMBL117738,CCCc1cc(C=C2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,479.64200000000017,6.858600000000007,1,5,6.823908740944319
CHEMBL116774,CCCc1cc(C2CCC(O)CC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,467.56200000000024,4.813000000000004,2,6,6.7447274948966935
CHEMBL120570,CCCc1cc(OC2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,483.63000000000017,6.222600000000006,1,6,7.431798275933005
CHEMBL94306,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,477.58200000000016,6.303400000000005,1,6,7.2441251443275085
CHEMBL118753,CCCc1cc(OC2CCCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,497.6570000000002,6.612700000000007,1,6,7.070581074285707
CHEMBL418874,CCCc1cc(-c2noc3ccccc23)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,502.5920000000003,6.3193000000000055,1,7,7.522878745280337
CHEMBL118169,CCCc1cc(OC2CCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,469.6030000000001,5.832500000000006,1,6,7.200659450546418
CHEMBL280293,CCCc1cc(-c2ccccc2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,445.51500000000016,5.461500000000005,1,5,6.346787486224656
CHEMBL117578,CCCc1cc(C(=O)c2ccc(Cl)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,524.0380000000004,6.395500000000006,1,6,6.841637507904751
CHEMBL118251,CCCc1cc(C2CCCCCC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,465.5900000000002,6.232300000000006,1,5,6.1938200260161125
CHEMBL117918,CCCc1cc(C2CCOCC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,453.53500000000014,4.688500000000004,1,6,6.1249387366083
CHEMBL118756,CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,451.56300000000016,5.842200000000005,1,5,6.309803919971486
CHEMBL119496,CCCc1cc(C(=O)C2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,495.6410000000002,6.274100000000006,1,6,7.1938200260161125
CHEMBL331071,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,489.59300000000025,5.742100000000005,1,6,7.721246399047171
CHEMBL121106,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,7.522878745280337
CHEMBL121106,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,7.221848749616356
CHEMBL333304,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,7.301029995663981
CHEMBL122418,CCCc1cc(CC2CCCCC2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,481.6580000000002,6.633900000000007,1,5,7.229147988357855
CHEMBL332018,CCCc1cc(C2CCC(F)(F)CC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,487.54300000000023,6.087400000000006,1,5,6.267606240177032
CHEMBL115604,CC[C@H](Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,409.40400000000005,4.297300000000003,2,3,4.301029995663981
CHEMBL107789,CC[C@@H](Cc1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,409.40400000000005,4.297300000000003,2,3,4.356547323513812
CHEMBL278590,CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,492.6320000000002,6.9671000000000065,2,3,6.259637310505756
CHEMBL148639,Cn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,465.5940000000002,4.3449000000000035,1,6,6.2839966563652006
CHEMBL107991,CCCc1cc(Oc2ccc(OC)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,520.6220000000004,6.846300000000007,1,6,6.200659450546418
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.698970004336019
CHEMBL324449,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,476.5690000000003,6.447600000000007,1,5,6.1249387366083
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,408.4720000000001,2.6787,1,6,6.455931955649724
CHEMBL110743,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,490.59600000000034,6.837700000000007,1,5,6.356547323513812
CHEMBL109638,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,468.93300000000016,6.148500000000005,1,5,6.6020599913279625
CHEMBL419756,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CCC)(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,504.6230000000004,7.227800000000007,1,5,6.431798275933005
CHEMBL113324,CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,568.6880000000003,6.241200000000006,1,7,6.431798275933005
CHEMBL112725,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,500.9500000000001,6.677700000000006,1,5,6.585026652029182
CHEMBL24038,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,419.47700000000015,5.041600000000004,1,5,7.036212172654444
CHEMBL326273,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C(=O)O)CC2,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,462.54200000000026,6.057500000000006,1,5,6.008773924307505
CHEMBL326873,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,482.9600000000001,6.538600000000006,1,5,6.161150909262744
CHEMBL24683,CCO[C@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,419.47700000000015,5.041600000000004,1,5,5.0
CHEMBL419019,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3)cc2O1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,448.5150000000001,5.8852000000000055,1,5,4.823908740944319
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.356547323513812
CHEMBL24458,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,438.4270000000001,3.538100000000002,2,5,6.334419008982047
CHEMBL25259,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(OC(C)(C)C(=O)O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,457.5260000000003,6.180520000000006,1,5,6.261219441515631
CHEMBL294807,Cc1oc(-c2ccccc2)nc1CCOc1ccc(OCC(=O)O)cc1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,353.3740000000001,3.7349200000000016,1,5,4.975063031962557
CHEMBL59132,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)cc1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,408.4790000000001,4.165620000000002,1,6,7.853871964321762
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,7.318758762624412
CHEMBL23874,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N/O)c1O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,465.9990000000002,5.7747000000000055,3,6,7.318758762624412
CHEMBL23296,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,487.92700000000013,6.640800000000004,1,5,6.853871964321762
CHEMBL23670,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)coc12,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,446.9960000000002,6.789400000000005,1,4,6.251811972993799
CHEMBL279053,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,447.9840000000002,6.184400000000005,1,5,6.958607314841775
CHEMBL278994,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,495.0400000000002,7.894000000000006,1,4,7.026872146400302
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,357.435,2.490900000000001,1,6,6.6777807052660805
CHEMBL23881,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(C)=O)c1O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,436.95700000000016,5.389000000000005,2,5,6.236572006437063
CHEMBL25710,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,450.9840000000002,5.779100000000005,2,5,6.522878745280337
CHEMBL180123,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(F)cc3Cl)cc2O1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,394.8260000000001,4.495300000000004,1,4,4.823908740944319
CHEMBL179657,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCOCC4)cc3Cl)cc2O1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,474.9810000000003,5.640300000000006,1,5,4.823908740944319
CHEMBL179180,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,active,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,488.88600000000014,5.687400000000006,1,5,6.00436480540245
CHEMBL360919,COc1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,406.8620000000002,4.364800000000003,1,5,4.823908740944319
CHEMBL360992,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,460.83200000000005,5.254800000000004,1,5,4.823908740944319
CHEMBL369289,CCOc1ccc(OCCCOc2ccc3c(c2)O[C@@](C)(C(=O)O)CC3)c(Cl)c1,inactive,diabetes,CHEMBL235,Peroxisome proliferator-activated receptor gamma,420.88900000000024,4.754900000000004,1,5,4.823908740944319
